Track,Artist,Album,Release_Year,Duration,Time_Signature,Danceability,Energy,Track_Key,Loudness,Song_Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Popularity_Category,Energy_Range,Danceability_Range,Loudness_Range,Liveness_Range
Streets,Doja Cat,Hot Pink,2020,226986,4,1.0,0.0,11,-8.0,1,0.0,0.0,0.0,0.0,0.0,90.0,80,High,Low,High,High,Low
Strip (feat. Kevin McCall),Chris Brown,Fortune (Expanded Edition),2018,167813,4,1.0,1.0,1,-4.0,1,0.0,0.0,0.0,0.0,1.0,95.0,57,Medium,High,High,High,Low
Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),2011,221946,4,1.0,1.0,0,-4.0,1,0.0,0.0,0.0,0.0,1.0,116.0,64,Medium,High,High,High,Low
Sue Me,Sabrina Carpenter,Singular Act I,2023,179226,4,0.0,1.0,6,-5.0,1,0.0,0.0,0.0,0.0,1.0,157.0,71,Medium,High,Low,High,Low
Summertime Blues,Zach Bryan,Summertime Blues,2022,181239,4,1.0,0.0,1,-8.0,1,0.0,1.0,0.0,0.0,1.0,78.0,67,Medium,Low,High,High,Low
Super Bass,Nicki Minaj,Pink Friday (Complete Edition),2011,200013,4,1.0,1.0,11,-4.0,1,0.0,0.0,0.0,1.0,1.0,127.0,79,Medium,High,High,High,High
Super Shy,NewJeans,NewJeans 'Super Shy',2023,154666,4,1.0,1.0,5,-6.0,0,0.0,0.0,0.0,0.0,1.0,150.0,81,High,High,High,High,Low
Supernatural,NewJeans,Supernatural,2023,191000,4,1.0,1.0,10,-4.0,0,0.0,0.0,0.0,0.0,1.0,109.0,83,High,High,High,High,Low
Sure Thing,Miguel,All I Want Is You,2011,195373,4,1.0,1.0,11,-8.0,0,0.0,0.0,0.0,0.0,0.0,81.0,87,High,High,High,High,Low
Sweep It Up,Coco Jones,Sweep It Up,2023,197958,4,1.0,1.0,1,-3.0,0,0.0,0.0,0.0,0.0,1.0,80.0,51,Medium,High,High,High,Low
Sweet Creature,Harry Styles,Harry Styles,2017,224866,4,0.0,0.0,7,-9.0,1,0.0,1.0,0.0,0.0,0.0,104.0,71,Medium,Low,Low,High,Low
Take A Bow,Rihanna,Good Girl Gone Bad: Reloaded,2008,229413,4,1.0,0.0,9,-8.0,1,0.0,0.0,0.0,0.0,1.0,80.0,74,Medium,Low,High,High,Low
Take It From Me,Jordan Davis,Home State,2021,174254,4,1.0,1.0,10,-3.0,1,0.0,0.0,0.0,0.0,1.0,100.0,71,Medium,High,High,High,Low
telepatï¿½a,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ?,2020,160191,4,1.0,1.0,11,-9.0,0,0.0,0.0,0.0,0.0,1.0,84.0,82,High,High,High,High,Low
Tempo (feat. Missy Elliott),Lizzo,Cuz I Love You,2020,175342,4,1.0,1.0,1,-6.0,1,0.0,0.0,0.0,0.0,1.0,107.0,56,Medium,High,High,High,Low
Tennessee Orange,Megan Moroney,Tennessee Orange,2023,223119,3,0.0,0.0,9,-7.0,1,0.0,0.0,0.0,0.0,0.0,156.0,66,Medium,Low,Low,High,Low
"thank u, next",Ariana Grande,"thank u, next",2019,207320,4,1.0,1.0,1,-6.0,1,0.0,0.0,0.0,0.0,0.0,107.0,78,Medium,High,High,High,Low
The Climb,Miley Cyrus,Hannah Montana The Movie,2009,236066,4,0.0,1.0,4,-7.0,1,0.0,0.0,0.0,0.0,0.0,161.0,64,Medium,High,Low,High,Low
The Heart Wants What It Wants,Selena Gomez,The Heart Wants What It Wants,2014,227373,4,1.0,1.0,7,-5.0,0,0.0,0.0,0.0,0.0,1.0,83.0,69,Medium,High,High,High,Low
The Hills,The Weeknd,Beauty Behind The Madness,2015,242253,4,1.0,1.0,0,-7.0,0,0.0,0.0,0.0,0.0,0.0,113.0,85,High,High,High,High,Low
The Painter,Cody Johnson,The Painter,2022,211413,4,1.0,1.0,2,-6.0,1,0.0,0.0,0.0,0.0,0.0,98.0,69,Medium,High,High,High,Low
The Thrill,Miguel,Kaleidoscope Dream,2015,182480,4,1.0,1.0,11,-9.0,0,0.0,0.0,0.0,1.0,0.0,150.0,34,Low,High,High,High,High
The Voice,Lil Durk,The Voice,2021,179724,4,0.0,1.0,5,-2.0,0,0.0,0.0,0.0,0.0,0.0,85.0,48,Low,High,Low,High,Low
The Way I Are (Dance with Somebody) [feat. Lil Wayne],Bebe Rexha,All Your Fault: Pt. 2,2018,187787,4,0.0,1.0,2,-6.0,1,0.0,0.0,0.0,0.0,0.0,186.0,52,Medium,High,Low,High,Low
The Way I Talk,Morgan Wallen,If I Know Me,2018,208280,4,1.0,1.0,4,-3.0,1,0.0,0.0,0.0,0.0,1.0,138.0,72,Medium,High,High,High,Low
The Weekend,SZA,Ctrl,2017,272186,3,0.0,0.0,8,-9.0,0,0.0,0.0,0.0,0.0,0.0,73.0,74,Medium,Low,Low,High,Low
There Goes My Baby,d4vd,There Goes My Baby,2023,210666,3,1.0,0.0,1,-9.0,1,0.0,1.0,0.0,0.0,0.0,119.0,69,Medium,Low,High,High,Low
There She Go,Latto,Sugar Honey Iced Tea,2023,161800,4,1.0,1.0,2,-4.0,1,0.0,0.0,0.0,0.0,0.0,155.0,54,Medium,High,High,High,Low
There Will Be Blood,Kim Petras,TURN OFF THE LIGHT,2023,197651,4,1.0,1.0,0,-5.0,0,0.0,0.0,0.0,0.0,1.0,107.0,46,Low,High,High,High,Low
Therefore I Am,Billie Eilish,Happier Than Ever,2020,173539,4,1.0,0.0,2,-8.0,1,0.0,0.0,0.0,0.0,1.0,94.0,72,Medium,Low,High,High,Low
Things A Man Oughta Know,Lainey Wilson,Sayin? What I?m Thinkin?,2021,203373,4,1.0,1.0,3,-6.0,1,0.0,1.0,0.0,0.0,0.0,140.0,71,Medium,High,High,High,Low
Thinking out Loud,Ed Sheeran,x (Deluxe Edition),2014,281560,4,1.0,0.0,2,-6.0,1,0.0,0.0,0.0,0.0,1.0,79.0,81,High,Low,High,High,Low
This Heart,Corey Kent,This Heart,2022,186973,4,0.0,1.0,10,-5.0,0,0.0,0.0,0.0,0.0,0.0,150.0,68,Medium,High,Low,High,Low
this is what falling in love feels like,JVKE,this is what ____ feels like (Vol. 1-4),2022,120308,5,0.0,0.0,11,-6.0,1,0.0,1.0,0.0,0.0,0.0,129.0,76,Medium,Low,Low,High,Low
this is what heartbreak feels like,JVKE,this is what ____ feels like (Vol. 1-4),2023,157636,4,1.0,0.0,1,-5.0,1,0.0,1.0,0.0,0.0,1.0,110.0,67,Medium,Low,High,High,Low
Tï¿½ Eres,Eslabon Armado,Vibras de Noche,2023,245203,4,1.0,0.0,1,-8.0,1,0.0,1.0,0.0,0.0,1.0,98.0,44,Low,Low,High,High,Low
Til You Can't,Cody Johnson,Human The Double Album,2021,224213,4,1.0,1.0,1,-5.0,1,0.0,0.0,0.0,0.0,0.0,160.0,73,Medium,High,High,High,Low
Titanium (feat. Sia),David Guetta,Nothing but the Beat,2011,245040,4,1.0,1.0,0,-4.0,0,0.0,0.0,0.0,0.0,0.0,126.0,56,Medium,High,High,High,Low
Toes,Zac Brown Band,The Foundation,2008,262773,4,1.0,1.0,11,-5.0,1,0.0,1.0,0.0,0.0,1.0,130.0,73,Medium,High,High,High,Low
Tombstone,Rod Wave,SoulFly,2021,160078,4,1.0,1.0,8,-5.0,1,0.0,1.0,0.0,0.0,1.0,84.0,68,Medium,High,High,High,Low
Too Good At Goodbyes,Sam Smith,The Thrill Of It All - Special Edition,2017,201000,4,1.0,0.0,5,-8.0,1,0.0,1.0,0.0,0.0,0.0,92.0,83,High,Low,High,High,Low
Touch My Body,Mariah Carey,E=MC2 (Deluxe Version),2008,204733,4,1.0,1.0,4,-8.0,0,0.0,0.0,0.0,0.0,1.0,79.0,71,Medium,High,High,High,Low
Trainwreck,Bailey Zimmerman,Leave The Light On,2022,210869,4,1.0,1.0,7,-6.0,1,0.0,0.0,0.0,0.0,0.0,138.0,53,Medium,High,High,High,Low
traitor,Olivia Rodrigo,SOUR,2021,229226,4,0.0,0.0,3,-8.0,1,0.0,1.0,0.0,0.0,0.0,101.0,84,High,Low,Low,High,Low
Treat Me Like A Slut,Kim Petras,Slut Pop,2021,118153,4,1.0,1.0,11,-4.0,0,0.0,0.0,0.0,0.0,1.0,130.0,63,Medium,High,High,High,Low
Treat People With Kindness,Harry Styles,Fine Line,2021,197346,4,1.0,1.0,5,-4.0,1,0.0,0.0,0.0,0.0,1.0,122.0,62,Medium,High,High,High,Low
TRES BOTELLAS,Junior H,$AD BOYZ 4 LIFE II,2023,162648,4,1.0,1.0,11,-8.0,0,0.0,0.0,0.0,0.0,1.0,97.0,78,Medium,High,High,High,Low
TRUCK BED,HARDY,the mockingbird & THE CROW,2021,167534,4,1.0,1.0,0,-5.0,1,0.0,0.0,0.0,0.0,1.0,132.0,79,Medium,High,High,High,Low
Truffle Butter,Nicki Minaj,The Pinkprint (Deluxe Edition),2015,220466,4,1.0,1.0,2,-7.0,1,0.0,0.0,0.0,0.0,1.0,105.0,62,Medium,High,High,High,Low
Truth Hurts,Lizzo,Cuz I Love You (Super Deluxe),2017,173325,4,1.0,1.0,4,-3.0,0,0.0,0.0,0.0,0.0,0.0,158.0,71,Medium,High,High,High,Low
Turn it up,PinkPantheress,Turn it up,2023,147020,4,1.0,1.0,7,-9.0,1,0.0,1.0,0.0,0.0,0.0,132.0,71,Medium,High,High,High,Low
Turn Me On (feat. Nicki Minaj),David Guetta,Nothing but the Beat 2.0,2011,199680,4,1.0,1.0,8,-2.0,1,0.0,0.0,0.0,1.0,0.0,128.0,60,Medium,High,High,High,High
Tusa,KAROL G,Tusa,2019,200960,4,1.0,1.0,2,-3.0,1,0.0,0.0,0.0,0.0,1.0,101.0,74,Medium,High,High,High,Low
TWINNEM,Coi Leray,TWINNEM,2021,117066,4,1.0,0.0,2,-10.0,1,0.0,0.0,0.0,0.0,0.0,134.0,47,Low,Low,High,High,Low
Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,2007,275986,4,1.0,1.0,1,-5.0,1,0.0,0.0,0.0,0.0,1.0,174.0,82,High,High,High,High,Low
un x100to,Grupo Frontera,El Comienzo,2023,194563,4,1.0,1.0,9,-4.0,1,0.0,0.0,0.0,0.0,1.0,84.0,79,Medium,High,High,High,Low
Underneath Your Clothes,Shakira,Laundry Service,2002,224066,4,1.0,1.0,8,-5.0,1,0.0,1.0,0.0,0.0,0.0,166.0,60,Medium,High,High,High,Low
Unholy (feat. Kim Petras),Sam Smith,Unholy (feat. Kim Petras),2022,156943,4,1.0,0.0,2,-7.0,1,0.0,0.0,0.0,0.0,0.0,131.0,78,Medium,Low,High,High,Low
Until I Found You,Stephen Sanchez,Until I Found You,2021,177720,3,1.0,1.0,10,-6.0,1,0.0,1.0,0.0,0.0,0.0,101.0,78,Medium,High,High,High,Low
Up,Cardi B,Up,2021,156944,4,1.0,1.0,11,-6.0,1,0.0,0.0,0.0,0.0,1.0,166.0,65,Medium,High,High,High,Low
Up Down (feat. Florida Georgia Line),Morgan Wallen,If I Know Me,2017,197253,4,1.0,1.0,6,-3.0,1,0.0,0.0,0.0,0.0,1.0,130.0,72,Medium,High,High,High,Low
Vegas,Doja Cat,ELVIS (Original Motion Picture Soundtrack),2022,183026,4,1.0,1.0,8,-8.0,0,0.0,0.0,0.0,0.0,1.0,160.0,56,Medium,High,High,High,Low
VEN HDP,Yng Lvcas,Puerqueo EP,2023,154666,4,1.0,1.0,6,-6.0,1,0.0,0.0,0.0,0.0,1.0,97.0,34,Low,High,High,High,Low
Vete,Bad Bunny,Vete,2019,192024,4,1.0,1.0,1,-4.0,1,0.0,0.0,0.0,0.0,1.0,92.0,69,Medium,High,High,High,Low
VINO TINTO,Peso Pluma,ï¿½XODO,2023,245997,3,1.0,1.0,4,-5.0,1,0.0,0.0,0.0,0.0,1.0,135.0,81,High,High,High,High,Low
Viral Moment,Lil Durk,Just Cause Y'all Waited 2 (Deluxe),2020,192000,3,1.0,1.0,1,-8.0,1,0.0,0.0,0.0,0.0,0.0,159.0,43,Low,High,High,High,Low
Waka Waka,Shakira,Summer Classics,2010,202466,4,1.0,1.0,11,-6.0,0,0.0,0.0,0.0,0.0,1.0,127.0,74,Medium,High,High,High,Low
Walk Away,Kelly Clarkson,Breakaway,2005,189306,4,1.0,1.0,0,-5.0,1,0.0,0.0,0.0,0.0,1.0,116.0,47,Low,High,High,High,Low
WAP (feat. Megan Thee Stallion),Cardi B,WAP (feat. Megan Thee Stallion),2020,187541,4,1.0,0.0,1,-8.0,1,0.0,0.0,0.0,0.0,0.0,133.0,77,Medium,Low,High,High,Low
Wasted On You,Morgan Wallen,Dangerous: The Double Album,2021,178520,3,1.0,1.0,11,-5.0,0,0.0,0.0,0.0,0.0,0.0,196.0,82,High,High,High,High,Low
Watch Me Do,Meghan Trainor,Thank You (Deluxe Version),2016,169773,4,1.0,1.0,11,-3.0,0,0.0,0.0,0.0,0.0,1.0,112.0,37,Low,High,High,High,Low
Water Me,Lizzo,Cuz I Love You (Super Deluxe),2019,185594,4,1.0,1.0,3,-2.0,0,0.0,0.0,0.0,0.0,1.0,113.0,48,Low,High,High,High,Low
Watermelon Sugar,Harry Styles,Fine Line,2020,174000,4,1.0,1.0,0,-4.0,1,0.0,0.0,0.0,0.0,1.0,95.0,86,High,High,High,High,Low
waves - Tame Impala Remix,Miguel,Rogue Waves,2015,253346,4,1.0,1.0,2,-4.0,1,0.0,0.0,0.0,0.0,1.0,108.0,65,Medium,High,High,High,Low
We Belong Together,Mariah Carey,The Emancipation of Mimi,2005,201400,4,1.0,0.0,0,-8.0,1,0.0,0.0,0.0,0.0,1.0,140.0,70,Medium,Low,High,High,Low
We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),2013,231240,4,1.0,1.0,1,-6.0,0,0.0,0.0,0.0,0.0,0.0,80.0,76,Medium,High,High,High,Low
We Found Love,Rihanna,Talk That Talk,2011,215226,4,1.0,1.0,1,-4.0,1,0.0,0.0,0.0,0.0,1.0,128.0,84,High,High,High,High,Low
We're Good,Dua Lipa,Future Nostalgia (The Moonlight Edition),2021,165506,4,1.0,1.0,6,-6.0,1,0.0,0.0,0.0,0.0,1.0,134.0,68,Medium,High,High,High,Low
Wet Dreamz,J. Cole,2014 Forest Hills Drive,2014,239266,4,0.0,1.0,6,-8.0,0,0.0,0.0,0.0,0.0,1.0,176.0,80,High,High,Low,High,Low
What Happened To Virgil (feat. Gunna),Lil Durk,7220,2022,181393,4,1.0,1.0,6,-9.0,0,0.0,0.0,0.0,0.0,0.0,140.0,63,Medium,High,High,High,Low
What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,2017,188253,4,1.0,1.0,10,-5.0,1,0.0,0.0,0.0,0.0,1.0,126.0,71,Medium,High,High,High,Low
What It Is (Solo Version),Doechii,What It Is (Versions),2023,189824,4,1.0,1.0,1,-6.0,0,0.0,0.0,0.0,0.0,1.0,172.0,73,Medium,High,High,High,Low
Whatever It Is,Zac Brown Band,The Foundation,2009,208213,4,1.0,1.0,1,-7.0,1,0.0,0.0,0.0,0.0,1.0,84.0,69,Medium,High,High,High,Low
Wheelie (feat. 21 Savage),Latto,Wheelie (feat. 21 Savage),2021,170270,4,1.0,1.0,1,-7.0,1,0.0,0.0,0.0,0.0,1.0,148.0,47,Low,High,High,High,Low
When It Rains It Pours,Luke Combs,This One's for You,2017,240760,4,1.0,1.0,6,-5.0,1,0.0,0.0,0.0,0.0,1.0,128.0,84,High,High,High,High,Low
When Love Takes Over (feat. Kelly Rowland),David Guetta,One Love (Deluxe),2009,191000,4,1.0,1.0,11,-5.0,1,0.0,0.0,0.0,0.0,0.0,130.0,58,Medium,High,High,High,Low
when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2018,196077,4,0.0,0.0,4,-14.0,1,0.0,1.0,0.0,0.0,0.0,83.0,83,High,Low,Low,Medium,Low
"Whenever, Wherever",Shakira,Laundry Service,2001,196160,4,1.0,1.0,1,-5.0,0,0.0,0.0,0.0,0.0,1.0,108.0,76,Medium,High,High,High,Low
Where Have You Been,Rihanna,Talk That Talk,2012,242680,4,1.0,1.0,0,-6.0,0,0.0,0.0,0.0,0.0,0.0,128.0,73,Medium,High,High,High,Low
Where It Ends,Bailey Zimmerman,Religiously. The Album.,2023,179294,4,0.0,1.0,9,-5.0,1,0.0,0.0,0.0,0.0,1.0,170.0,80,High,High,Low,High,Low
WHERE YA AT,HARDY,A ROCK,2022,179506,4,1.0,1.0,9,-4.0,1,0.0,0.0,0.0,0.0,1.0,118.0,42,Low,High,High,High,Low
Where You Are (feat. WILLOW),PinkPantheress,Where you are (feat. WILLOW),2023,153706,4,1.0,1.0,0,-5.0,1,0.0,0.0,0.0,0.0,0.0,135.0,55,Medium,High,High,High,Low
Whiskey Glasses,Morgan Wallen,If I Know Me,2018,234346,4,1.0,1.0,6,-5.0,1,0.0,0.0,0.0,0.0,1.0,150.0,80,High,High,High,High,Low
Whiskey On You,Nate Smith,NATE SMITH (DELUXE),2022,183786,4,0.0,1.0,8,-5.0,1,0.0,0.0,0.0,0.0,1.0,110.0,74,Medium,High,Low,High,Low
Why,Sabrina Carpenter,Why,2023,171096,4,1.0,1.0,11,-5.0,0,0.0,0.0,0.0,0.0,1.0,90.0,63,Medium,High,High,High,Low
Wild as Her,Corey Kent,Wild as Her,2023,199733,4,1.0,1.0,0,-6.0,1,0.0,0.0,0.0,0.0,0.0,148.0,61,Medium,High,High,High,Low
willow,Taylor Swift,evermore,2020,214706,4,0.0,1.0,7,-9.0,1,0.0,1.0,0.0,0.0,1.0,81.0,76,Medium,High,Low,High,Low
With You,Chris Brown,Exclusive (Expanded Edition),2007,252120,4,1.0,1.0,3,-4.0,1,0.0,0.0,0.0,0.0,1.0,86.0,75,Medium,High,High,High,Low
Without You (feat. Usher),David Guetta,Nothing but the Beat 2.0,2011,208133,4,1.0,1.0,2,-4.0,1,0.0,0.0,0.0,0.0,0.0,128.0,64,Medium,High,High,High,Low
Wolves,Selena Gomez,Wolves,2017,197993,4,1.0,1.0,11,-5.0,0,0.0,0.0,0.0,0.0,0.0,125.0,76,Medium,High,High,High,Low
Woman,Doja Cat,Planet Her,2021,172626,4,1.0,1.0,5,-4.0,0,0.0,0.0,0.0,0.0,1.0,108.0,82,High,High,High,High,Low
Wonder,Megan Moroney,Wonder,2023,222139,4,1.0,0.0,7,-8.0,0,0.0,0.0,0.0,0.0,1.0,81.0,63,Medium,Low,High,High,Low
Work,Rihanna,ANTI (Deluxe),2016,219320,4,1.0,1.0,11,-6.0,1,0.0,0.0,0.0,0.0,1.0,92.0,78,Medium,High,High,High,Low
Workin' Overtime,Lainey Wilson,Workin' Overtime,2023,197685,4,1.0,1.0,8,-7.0,1,0.0,0.0,0.0,0.0,1.0,156.0,51,Medium,High,High,High,Low
World on Fire,Nate Smith,NATE SMITH (DELUXE),2023,189986,4,0.0,1.0,11,-5.0,0,0.0,0.0,0.0,0.0,0.0,96.0,76,Medium,High,Low,High,Low
Worship You,Kane Brown,Worship You,2020,205746,4,1.0,0.0,8,-7.0,1,0.0,0.0,0.0,0.0,0.0,78.0,45,Low,Low,High,High,Low
Wrecking Ball,Miley Cyrus,Bangerz (Deluxe Version),2013,221360,4,1.0,0.0,5,-6.0,1,0.0,0.0,0.0,0.0,0.0,120.0,78,Medium,Low,High,High,Low
"Writing's On The Wall - From ""Spectre"""" Soundtrack""",Sam Smith,Writing's On The Wall,2015,278987,3,0.0,0.0,5,-8.0,0,0.0,1.0,0.0,0.0,0.0,81.0,63,Medium,Low,Low,High,Low
Written in the Sand,Old Dominion,Happy Endings,2017,184080,4,1.0,0.0,6,-10.0,1,0.0,1.0,0.0,0.0,1.0,84.0,63,Medium,Low,High,High,Low
WWDD,Lainey Wilson,Sayin? What I?m Thinkin?,2023,140413,4,1.0,1.0,2,-3.0,1,0.0,0.0,0.0,0.0,1.0,114.0,49,Low,High,High,High,Low
YAYO,Rema,HEIS,2022,150760,4,1.0,1.0,10,-5.0,1,0.0,0.0,0.0,0.0,1.0,118.0,72,Medium,High,High,High,Low
Yeah 3x,Chris Brown,F.A.M.E. (Expanded Edition),2010,241666,4,1.0,1.0,11,-3.0,0,0.0,0.0,0.0,0.0,1.0,130.0,67,Medium,High,High,High,Low
Yes or No,Jung Kook,GOLDEN,2023,147557,4,1.0,1.0,1,-3.0,1,0.0,0.0,0.0,0.0,1.0,84.0,77,Medium,High,High,High,Low
Yo Perreo Sola,Bad Bunny,YHLQMDLG,2020,172127,4,1.0,1.0,11,-5.0,1,0.0,0.0,0.0,0.0,0.0,97.0,71,Medium,High,High,High,Low
You Belong With Me (Taylor?s Version),Taylor Swift,Fearless (Taylor's Version),2021,231124,4,1.0,1.0,6,-5.0,1,0.0,0.0,0.0,0.0,0.0,130.0,81,High,High,High,High,Low
"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"""")""",Bebe Rexha,"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"""")""",2019,158258,4,0.0,1.0,7,-6.0,1,0.0,1.0,0.0,0.0,0.0,152.0,54,Medium,High,Low,High,Low
You Make It Easy,Jason Aldean,Rearview Town,2018,193226,3,1.0,1.0,7,-5.0,1,0.0,0.0,0.0,0.0,1.0,132.0,72,Medium,High,High,High,Low
You Right,Doja Cat,Planet Her,2021,186173,4,1.0,1.0,8,-6.0,1,0.0,0.0,0.0,0.0,0.0,129.0,76,Medium,High,High,High,Low
You Should Be Here,Cole Swindell,You Should Be Here,2016,190173,4,0.0,1.0,7,-4.0,1,0.0,0.0,0.0,0.0,0.0,136.0,61,Medium,High,Low,High,Low
You?re Gonna Go Far,Noah Kahan,Stick Season (We'll All Be Here Forever),2023,286369,4,1.0,0.0,7,-10.0,1,0.0,1.0,0.0,0.0,0.0,170.0,81,High,Low,High,High,Low
Your Power,Billie Eilish,Happier Than Ever,2021,245896,4,1.0,0.0,9,-14.0,0,0.0,1.0,0.0,0.0,0.0,130.0,72,Medium,Low,High,Medium,Low
Yucky Blucky Fruitcake,Doechii,Oh The Places You?ll Go,2023,275526,4,1.0,1.0,9,-8.0,1,0.0,0.0,0.0,1.0,1.0,98.0,53,Medium,High,High,High,High
